,year_film,year_ceremony,ceremony,category,film,winner,name
15003,2011,2012,84,documentary (short subject),Saving Face,True,Sharmeen Obaid-Chinoy
15004,2011,2012,84,documentary (short subject),The Tsunami and the Cherry Blossom,False,Lucy Walker
15005,2011,2012,84,documentary (short subject),The Tsunami and the Cherry Blossom,False,Kira Carstensen
15006,2011,2012,84,film editing,The Artist,False,Anne-Sophie Bion
15007,2011,2012,84,film editing,The Artist,False,Michel Hazanavicius
15008,2011,2012,84,film editing,The Descendants,False,Kevin Tent
15009,2011,2012,84,film editing,The Girl with the Dragon Tattoo,True,Kirk Baxter
15010,2011,2012,84,film editing,The Girl with the Dragon Tattoo,True,Angus Wall
15011,2011,2012,84,film editing,Hugo,False,Thelma Schoonmaker
15012,2011,2012,84,film editing,Moneyball,False,Christopher Tellefsen
15013,2011,2012,84,foreign language film,Bullhead,False,Belgium
15014,2011,2012,84,foreign language film,Footnote,False,Israel
15015,2011,2012,84,foreign language film,In Darkness,False,Poland
15016,2011,2012,84,foreign language film,Monsieur Lazhar,False,Canada
15017,2011,2012,84,foreign language film,A Separation,True,Iran
15018,2011,2012,84,makeup,Albert Nobbs,False,Martial Corneville
15019,2011,2012,84,makeup,Albert Nobbs,False,Lynn Johnston
15020,2011,2012,84,makeup,Albert Nobbs,False,Matthew W. Mungle
15021,2011,2012,84,makeup,Harry Potter and the Deathly Hallows Part 2,False,Nick Dudman
15022,2011,2012,84,makeup,Harry Potter and the Deathly Hallows Part 2,False,Amanda Knight
15023,2011,2012,84,makeup,Harry Potter and the Deathly Hallows Part 2,False,Lisa Tomblin
15024,2011,2012,84,makeup,The Iron Lady,True,Mark Coulier
15025,2011,2012,84,makeup,The Iron Lady,True,J. Roy Helland
15026,2011,2012,84,music (original score),The Adventures of Tintin,False,John Williams
15027,2011,2012,84,music (original score),The Artist,True,Ludovic Bource
15028,2011,2012,84,music (original score),Hugo,False,Howard Shore
15029,2011,2012,84,music (original score),Tinker Tailor Soldier Spy,False,Alberto Iglesias
15030,2011,2012,84,music (original score),War Horse,False,John Williams
15031,2011,2012,84,music (original song),The Muppets,True,Music
15032,2011,2012,84,music (original song),The Muppets,True,Bret McKenzie
15033,2011,2012,84,music (original song),Rio,False,Sergio Mendes
15034,2011,2012,84,music (original song),Rio,False,Carlinhos Brown
15035,2011,2012,84,music (original song),Rio,False,Siedah Garrett
15036,2011,2012,84,best picture,The Artist,True,Thomas Langmann
15038,2011,2012,84,best picture,The Descendants,False,Jim Burke
15039,2011,2012,84,best picture,The Descendants,False,Alexander Payne
15040,2011,2012,84,best picture,The Descendants,False,Jim Taylor
15042,2011,2012,84,best picture,Extremely Loud & Incredibly Close,False,Scott Rudin
15044,2011,2012,84,best picture,The Help,False,Brunson Green
15045,2011,2012,84,best picture,The Help,False,Chris Columbus
15046,2011,2012,84,best picture,The Help,False,Michael Barnathan
15048,2011,2012,84,best picture,Hugo,False,Graham King
15049,2011,2012,84,best picture,Hugo,False,Martin Scorsese
15051,2011,2012,84,best picture,Midnight in Paris,False,Letty Aronson
15052,2011,2012,84,best picture,Midnight in Paris,False,Stephen Tenenbaum
15054,2011,2012,84,best picture,Moneyball,False,Michael De Luca
15055,2011,2012,84,best picture,Moneyball,False,Rachael Horovitz
15056,2011,2012,84,best picture,Moneyball,False,Brad Pitt
15058,2011,2012,84,best picture,The Tree of Life,False,Sarah Green
15059,2011,2012,84,best picture,The Tree of Life,False,Bill Pohlad
15060,2011,2012,84,best picture,The Tree of Life,False,Dede Gardner
15061,2011,2012,84,best picture,The Tree of Life,False,Grant Hill
15063,2011,2012,84,best picture,War Horse,False,Steven Spielberg
15064,2011,2012,84,best picture,War Horse,False,Kathleen Kennedy
15066,2011,2012,84,short film (animated),Dimanche/Sunday,False,Patrick Doyon
15067,2011,2012,84,short film (animated),The Fantastic Flying Books of Mr. Morris Lessmore,True,William Joyce
15068,2011,2012,84,short film (animated),The Fantastic Flying Books of Mr. Morris Lessmore,True,Brandon Oldenburg
15069,2011,2012,84,short film (animated),La Luna,False,Enrico Casarosa
15070,2011,2012,84,short film (animated),A Morning Stroll,False,Grant Orchard
15071,2011,2012,84,short film (animated),A Morning Stroll,False,Sue Goffe
15072,2011,2012,84,short film (animated),Wild Life,False,Amanda Forbis
15073,2011,2012,84,short film (animated),Wild Life,False,Wendy Tilby
15074,2011,2012,84,short film (live action),Pentecost,False,Peter McDonald
15075,2011,2012,84,short film (live action),Pentecost,False,Eimear O'Kane
15076,2011,2012,84,short film (live action),Raju,False,Max Zähle
15077,2011,2012,84,short film (live action),Raju,False,Stefan Gieren
15078,2011,2012,84,short film (live action),The Shore,True,Terry George
15079,2011,2012,84,short film (live action),The Shore,True,Oorlagh George
15080,2011,2012,84,short film (live action),Time Freak,False,Andrew Bowler
15081,2011,2012,84,short film (live action),Time Freak,False,Gigi Causey
15082,2011,2012,84,short film (live action),Tuba Atlantic,False,Hallvar Witzø
15083,2011,2012,84,sound editing,Drive,False,Lon Bender
15084,2011,2012,84,sound editing,Drive,False,Victor Ray Ennis
15085,2011,2012,84,sound editing,The Girl with the Dragon Tattoo,False,Ren Klyce
15086,2011,2012,84,sound editing,Hugo,True,Philip Stockton
15087,2011,2012,84,sound editing,Hugo,True,Eugene Gearty
15088,2011,2012,84,sound editing,Transformers: Dark of the Moon,False,Ethan Van der Ryn
15089,2011,2012,84,sound editing,Transformers: Dark of the Moon,False,Erik Aadahl
15090,2011,2012,84,sound editing,War Horse,False,Richard Hymns
15091,2011,2012,84,sound editing,War Horse,False,Gary Rydstrom
15092,2011,2012,84,sound mixing,The Girl with the Dragon Tattoo,False,David Parker
15093,2011,2012,84,sound mixing,The Girl with the Dragon Tattoo,False,Michael Semanick
15094,2011,2012,84,sound mixing,The Girl with the Dragon Tattoo,False,Ren Klyce
15095,2011,2012,84,sound mixing,The Girl with the Dragon Tattoo,False,Bo Persson
15096,2011,2012,84,sound mixing,Hugo,True,Tom Fleischman
15097,2011,2012,84,sound mixing,Hugo,True,John Midgley
15098,2011,2012,84,sound mixing,Moneyball,False,Deb Adair
15099,2011,2012,84,sound mixing,Moneyball,False,Ron Bochar
15100,2011,2012,84,sound mixing,Moneyball,False,David Giammarco
15101,2011,2012,84,sound mixing,Moneyball,False,Ed Novick
15102,2011,2012,84,sound mixing,Transformers: Dark of the Moon,False,Greg P. Russell
15103,2011,2012,84,sound mixing,Transformers: Dark of the Moon,False,Gary Summers
15104,2011,2012,84,sound mixing,Transformers: Dark of the Moon,False,Jeffrey J. Haboush
15105,2011,2012,84,sound mixing,Transformers: Dark of the Moon,False,Peter J. Devlin
15106,2011,2012,84,sound mixing,War Horse,False,Gary Rydstrom
15107,2011,2012,84,sound mixing,War Horse,False,Andy Nelson
15108,2011,2012,84,sound mixing,War Horse,False,Tom Johnson
15109,2011,2012,84,sound mixing,War Horse,False,Stuart Wilson
15110,2011,2012,84,visual effects,Harry Potter and the Deathly Hallows Part 2,False,Tim Burke
15111,2011,2012,84,visual effects,Harry Potter and the Deathly Hallows Part 2,False,David Vickery
15112,2011,2012,84,visual effects,Harry Potter and the Deathly Hallows Part 2,False,Greg Butler
15113,2011,2012,84,visual effects,Harry Potter and the Deathly Hallows Part 2,False,John Richardson
15114,2011,2012,84,visual effects,Hugo,True,Rob Legato
15115,2011,2012,84,visual effects,Hugo,True,Joss Williams
15116,2011,2012,84,visual effects,Hugo,True,Ben Grossmann
15117,2011,2012,84,visual effects,Hugo,True,Alex Henning
15118,2011,2012,84,visual effects,Real Steel,False,Erik Nash
15119,2011,2012,84,visual effects,Real Steel,False,John Rosengrant
15120,2011,2012,84,visual effects,Real Steel,False,Dan Taylor
15121,2011,2012,84,visual effects,Real Steel,False,Swen Gillberg
15122,2011,2012,84,visual effects,Rise of the Planet of the Apes,False,Joe Letteri
15123,2011,2012,84,visual effects,Rise of the Planet of the Apes,False,Dan Lemmon
15124,2011,2012,84,visual effects,Rise of the Planet of the Apes,False,R. Christopher White
15125,2011,2012,84,visual effects,Rise of the Planet of the Apes,False,Daniel Barrett
15126,2011,2012,84,visual effects,Transformers: Dark of the Moon,False,Scott Farrar
15127,2011,2012,84,visual effects,Transformers: Dark of the Moon,False,Scott Benza
15128,2011,2012,84,visual effects,Transformers: Dark of the Moon,False,Matthew Butler
15129,2011,2012,84,visual effects,Transformers: Dark of the Moon,False,John Frazier
15130,2011,2012,84,writing (adapted screenplay),The Descendants,True,Alexander Payne
15131,2011,2012,84,writing (adapted screenplay),The Descendants,True,Nat Faxon
15132,2011,2012,84,writing (adapted screenplay),The Descendants,True,Jim Rash
15133,2011,2012,84,writing (adapted screenplay),Hugo,False,John Logan
15134,2011,2012,84,writing (adapted screenplay),The Ides of March,False,George Clooney
15135,2011,2012,84,writing (adapted screenplay),The Ides of March,False,Grant Heslov
15136,2011,2012,84,writing (adapted screenplay),The Ides of March,False,Beau Willimon
15137,2011,2012,84,writing (adapted screenplay),Moneyball,False,Steven Zaillian
15138,2011,2012,84,writing (adapted screenplay),Moneyball,False,Aaron Sorkin
15139,2011,2012,84,writing (adapted screenplay),Moneyball,False,Stan Chervin
15140,2011,2012,84,writing (adapted screenplay),Tinker Tailor Soldier Spy,False,Bridget O'Connor
15141,2011,2012,84,writing (adapted screenplay),Tinker Tailor Soldier Spy,False,Peter Straughan
15142,2011,2012,84,writing (original screenplay),The Artist,False,Michel Hazanavicius
15143,2011,2012,84,writing (original screenplay),Bridesmaids,False,Annie Mumolo
15144,2011,2012,84,writing (original screenplay),Bridesmaids,False,Kristen Wiig
15145,2011,2012,84,writing (original screenplay),Margin Call,False,J.C. Chandor
15146,2011,2012,84,writing (original screenplay),Midnight in Paris,True,Woody Allen
15147,2011,2012,84,writing (original screenplay),A Separation,False,Asghar Farhadi
15148,2012,2013,85,actor in a leading role,Silver Linings Playbook,False,Bradley Cooper
15149,2012,2013,85,actor in a leading role,Lincoln,True,Daniel Day-Lewis
15150,2012,2013,85,actor in a leading role,Les Misérables,False,Hugh Jackman
15151,2012,2013,85,actor in a leading role,The Master,False,Joaquin Phoenix
15152,2012,2013,85,actor in a leading role,Flight,False,Denzel Washington
15153,2012,2013,85,actor in a supporting role,Argo,False,Alan Arkin
15154,2012,2013,85,actor in a supporting role,Silver Linings Playbook,False,Robert De Niro
15155,2012,2013,85,actor in a supporting role,The Master,False,Philip Seymour Hoffman
15156,2012,2013,85,actor in a supporting role,Lincoln,False,Tommy Lee Jones
15157,2012,2013,85,actor in a supporting role,Django Unchained,True,Christoph Waltz
15158,2012,2013,85,actress in a leading role,Zero Dark Thirty,False,Jessica Chastain
15159,2012,2013,85,actress in a leading role,Silver Linings Playbook,True,Jennifer Lawrence
15160,2012,2013,85,actress in a leading role,Amour,False,Emmanuelle Riva
15161,2012,2013,85,actress in a leading role,Beasts of the Southern Wild,False,Quvenzhané Wallis
15162,2012,2013,85,actress in a leading role,The Impossible,False,Naomi Watts
15163,2012,2013,85,actress in a supporting role,The Master,False,Amy Adams
15164,2012,2013,85,actress in a supporting role,Lincoln,False,Sally Field
15165,2012,2013,85,actress in a supporting role,Les Misérables,True,Anne Hathaway
15166,2012,2013,85,actress in a supporting role,The Sessions,False,Helen Hunt
15167,2012,2013,85,actress in a supporting role,Silver Linings Playbook,False,Jacki Weaver
15168,2012,2013,85,animated feature film,Brave,True,Mark Andrews
15169,2012,2013,85,animated feature film,Brave,True,Brenda Chapman
15170,2012,2013,85,animated feature film,Frankenweenie,False,Tim Burton
15171,2012,2013,85,animated feature film,ParaNorman,False,Sam Fell
15172,2012,2013,85,animated feature film,ParaNorman,False,Chris Butler
15173,2012,2013,85,animated feature film,The Pirates! Band of Misfits,False,Peter Lord
15174,2012,2013,85,animated feature film,Wreck-It Ralph,False,Rich Moore
15175,2012,2013,85,cinematography,Anna Karenina,False,Seamus McGarvey
15176,2012,2013,85,cinematography,Django Unchained,False,Robert Richardson
15177,2012,2013,85,cinematography,Life of Pi,True,Claudio Miranda
15178,2012,2013,85,cinematography,Lincoln,False,Janusz Kaminski
15179,2012,2013,85,cinematography,Skyfall,False,Roger Deakins
15180,2012,2013,85,costume design,Anna Karenina,True,Jacqueline Durran
15181,2012,2013,85,costume design,Les Misérables,False,Paco Delgado
15182,2012,2013,85,costume design,Lincoln,False,Joanna Johnston
15183,2012,2013,85,costume design,Mirror Mirror,False,Eiko Ishioka
15184,2012,2013,85,costume design,Snow White and the Huntsman,False,Colleen Atwood
15185,2012,2013,85,directing,Amour,False,Michael Haneke
15186,2012,2013,85,directing,Beasts of the Southern Wild,False,Benh Zeitlin
15187,2012,2013,85,directing,Life of Pi,True,Ang Lee
15188,2012,2013,85,directing,Lincoln,False,Steven Spielberg
15189,2012,2013,85,directing,Silver Linings Playbook,False,David O. Russell
15190,2012,2013,85,documentary (feature),5 Broken Cameras,False,Emad Burnat
15191,2012,2013,85,documentary (feature),5 Broken Cameras,False,Guy Davidi
15192,2012,2013,85,documentary (feature),The Gatekeepers,False,Dror Moreh
15193,2012,2013,85,documentary (feature),The Gatekeepers,False,Philippa Kowarsky
15194,2012,2013,85,documentary (feature),The Gatekeepers,False,Estelle Fialon
15195,2012,2013,85,documentary (feature),How to Survive a Plague,False,David France
15196,2012,2013,85,documentary (feature),How to Survive a Plague,False,Howard Gertler
15197,2012,2013,85,documentary (feature),The Invisible War,False,Kirby Dick
15198,2012,2013,85,documentary (feature),The Invisible War,False,Amy Ziering
15199,2012,2013,85,documentary (feature),Searching for Sugar Man,True,Malik Bendjelloul
15200,2012,2013,85,documentary (feature),Searching for Sugar Man,True,Simon Chinn
15201,2012,2013,85,documentary (short subject),Inocente,True,Sean Fine
15202,2012,2013,85,documentary (short subject),Inocente,True,Andrea Nix Fine
15203,2012,2013,85,documentary (short subject),Kings Point,False,Sari Gilman
15204,2012,2013,85,documentary (short subject),Kings Point,False,Jedd Wider
15205,2012,2013,85,documentary (short subject),Mondays at Racine,False,Cynthia Wade
15206,2012,2013,85,documentary (short subject),Mondays at Racine,False,Robin Honan
15207,2012,2013,85,documentary (short subject),Open Heart,False,Kief Davidson
15208,2012,2013,85,documentary (short subject),Open Heart,False,Cori Shepherd Stern
15209,2012,2013,85,documentary (short subject),Redemption,False,Jon Alpert
15210,2012,2013,85,documentary (short subject),Redemption,False,Matthew O'Neill
15211,2012,2013,85,film editing,Argo,True,William Goldenberg
15212,2012,2013,85,film editing,Life of Pi,False,Tim Squyres
15213,2012,2013,85,film editing,Lincoln,False,Michael Kahn
15214,2012,2013,85,film editing,Silver Linings Playbook,False,Jay Cassidy
15215,2012,2013,85,film editing,Silver Linings Playbook,False,Crispin Struthers
15216,2012,2013,85,film editing,Zero Dark Thirty,False,Dylan Tichenor
15217,2012,2013,85,film editing,Zero Dark Thirty,False,William Goldenberg
15218,2012,2013,85,foreign language film,Amour,True,Austria
15219,2012,2013,85,foreign language film,Kon-Tiki,False,Norway
15220,2012,2013,85,foreign language film,No,False,Chile
15221,2012,2013,85,foreign language film,A Royal Affair,False,Denmark
15222,2012,2013,85,foreign language film,War Witch,False,Canada
15223,2012,2013,85,makeup and hairstyling,Hitchcock,False,Howard Berger
15224,2012,2013,85,makeup and hairstyling,Hitchcock,False,Peter Montagna
15225,2012,2013,85,makeup and hairstyling,Hitchcock,False,Martin Samuel
15226,2012,2013,85,makeup and hairstyling,The Hobbit: An Unexpected Journey,False,Peter Swords King
15227,2012,2013,85,makeup and hairstyling,The Hobbit: An Unexpected Journey,False,Rick Findlater
15228,2012,2013,85,makeup and hairstyling,The Hobbit: An Unexpected Journey,False,Tami Lane
15229,2012,2013,85,makeup and hairstyling,Les Misérables,True,Lisa Westcott
15230,2012,2013,85,makeup and hairstyling,Les Misérables,True,Julie Dartnell
15231,2012,2013,85,music (original score),Anna Karenina,False,Dario Marianelli
15232,2012,2013,85,music (original score),Argo,False,Alexandre Desplat
15233,2012,2013,85,music (original score),Life of Pi,True,Mychael Danna
15234,2012,2013,85,music (original score),Lincoln,False,John Williams
15235,2012,2013,85,music (original score),Skyfall,False,Thomas Newman
15236,2012,2013,85,music (original song),Chasing Ice,False,Music
15237,2012,2013,85,music (original song),Chasing Ice,False,J. Ralph
15238,2012,2013,85,music (original song),Ted,False,Walter Murphy
15239,2012,2013,85,music (original song),Ted,False,Seth MacFarlane
15240,2012,2013,85,music (original song),Life of Pi,False,Mychael Danna
15241,2012,2013,85,music (original song),Life of Pi,False,Bombay Jayashri
15242,2012,2013,85,music (original song),Skyfall,True,Music
15243,2012,2013,85,music (original song),Skyfall,True,Adele Adkins
15244,2012,2013,85,music (original song),Skyfall,True,Paul Epworth
15245,2012,2013,85,music (original song),Les Misérables,False,Claude-Michel Schönberg
15246,2012,2013,85,music (original song),Les Misérables,False,Herbert Kretzmer
15247,2012,2013,85,music (original song),Les Misérables,False,Alain Boublil
15248,2012,2013,85,best picture,Amour,False,Margaret Menegoz
15249,2012,2013,85,best picture,Amour,False,Stefan Arndt
15250,2012,2013,85,best picture,Amour,False,Veit Heiduschka
15251,2012,2013,85,best picture,Amour,False,Michael Katz
15253,2012,2013,85,best picture,Argo,True,Grant Heslov
15254,2012,2013,85,best picture,Argo,True,Ben Affleck
15255,2012,2013,85,best picture,Argo,True,George Clooney
15257,2012,2013,85,best picture,Beasts of the Southern Wild,False,Dan Janvey
15258,2012,2013,85,best picture,Beasts of the Southern Wild,False,Josh Penn
15259,2012,2013,85,best picture,Beasts of the Southern Wild,False,Michael Gottwald
15261,2012,2013,85,best picture,Django Unchained,False,Stacey Sher
15262,2012,2013,85,best picture,Django Unchained,False,Reginald Hudlin
15263,2012,2013,85,best picture,Django Unchained,False,Pilar Savone
15265,2012,2013,85,best picture,Les Misérables,False,Tim Bevan
15266,2012,2013,85,best picture,Les Misérables,False,Eric Fellner
15267,2012,2013,85,best picture,Les Misérables,False,Debra Hayward
15268,2012,2013,85,best picture,Les Misérables,False,Cameron Mackintosh
15270,2012,2013,85,best picture,Life of Pi,False,Gil Netter
15271,2012,2013,85,best picture,Life of Pi,False,Ang Lee
15272,2012,2013,85,best picture,Life of Pi,False,David Womark
15274,2012,2013,85,best picture,Lincoln,False,Steven Spielberg
15275,2012,2013,85,best picture,Lincoln,False,Kathleen Kennedy
15277,2012,2013,85,best picture,Silver Linings Playbook,False,Donna Gigliotti
15278,2012,2013,85,best picture,Silver Linings Playbook,False,Bruce Cohen
15279,2012,2013,85,best picture,Silver Linings Playbook,False,Jonathan Gordon
15281,2012,2013,85,best picture,Zero Dark Thirty,False,Mark Boal
15282,2012,2013,85,best picture,Zero Dark Thirty,False,Kathryn Bigelow
15283,2012,2013,85,best picture,Zero Dark Thirty,False,Megan Ellison
15285,2012,2013,85,production design,Anna Karenina,False,Production Design: Sarah Greenwood
15286,2012,2013,85,production design,Anna Karenina,False,Set Decoration: Katie Spencer
15287,2012,2013,85,production design,The Hobbit: An Unexpected Journey,False,Production Design: Dan Hennah
15288,2012,2013,85,production design,The Hobbit: An Unexpected Journey,False,Set Decoration: Ra Vincent
15289,2012,2013,85,production design,The Hobbit: An Unexpected Journey,False,Simon Bright
15290,2012,2013,85,production design,Les Misérables,False,Production Design: Eve Stewart
15291,2012,2013,85,production design,Les Misérables,False,Set Decoration: Anna Lynch-Robinson
15292,2012,2013,85,production design,Life of Pi,False,Production Design: David Gropman
15293,2012,2013,85,production design,Life of Pi,False,Set Decoration: Anna Pinnock
15294,2012,2013,85,production design,Lincoln,True,Production Design: Rick Carter
15295,2012,2013,85,production design,Lincoln,True,Set Decoration: Jim Erickson
15296,2012,2013,85,short film (animated),Adam and Dog,False,Minkyu Lee
15297,2012,2013,85,short film (animated),Fresh Guacamole,False,PES
15298,2012,2013,85,short film (animated),Head over Heels,False,Timothy Reckart
15299,2012,2013,85,short film (animated),Head over Heels,False,Fodhla Cronin O'Reilly
15300,2012,2013,85,short film (animated),"Maggie Simpson in ""The Longest Daycare""",False,David Silverman
15301,2012,2013,85,short film (animated),Paperman,True,John Kahrs
15302,2012,2013,85,short film (live action),Asad,False,Bryan Buckley
15303,2012,2013,85,short film (live action),Asad,False,Mino Jarjoura
15304,2012,2013,85,short film (live action),Buzkashi Boys,False,Sam French
15305,2012,2013,85,short film (live action),Buzkashi Boys,False,Ariel Nasr
15306,2012,2013,85,short film (live action),Curfew,True,Shawn Christensen
15307,2012,2013,85,short film (live action),Death of a Shadow (Dood van een Schaduw),False,Tom Van Avermaet
15308,2012,2013,85,short film (live action),Death of a Shadow (Dood van een Schaduw),False,Ellen De Waele
15309,2012,2013,85,short film (live action),Henry,False,Yan England
15310,2012,2013,85,sound editing,Argo,False,Erik Aadahl
15311,2012,2013,85,sound editing,Argo,False,Ethan Van der Ryn
15312,2012,2013,85,sound editing,Django Unchained,False,Wylie Stateman
15313,2012,2013,85,sound editing,Life of Pi,False,Eugene Gearty
15314,2012,2013,85,sound editing,Life of Pi,False,Philip Stockton
15315,2012,2013,85,sound editing,Skyfall,True,Per Hallberg
15316,2012,2013,85,sound editing,Skyfall,True,Karen Baker Landers
15317,2012,2013,85,sound editing,Zero Dark Thirty,True,Paul N.J. Ottosson
15318,2012,2013,85,sound mixing,Argo,False,John Reitz
15319,2012,2013,85,sound mixing,Argo,False,Gregg Rudloff
15320,2012,2013,85,sound mixing,Argo,False,Jose Antonio Garcia
15321,2012,2013,85,sound mixing,Les Misérables,True,Andy Nelson
15322,2012,2013,85,sound mixing,Les Misérables,True,Mark Paterson
15323,2012,2013,85,sound mixing,Les Misérables,True,Simon Hayes
15324,2012,2013,85,sound mixing,Life of Pi,False,Ron Bartlett
15325,2012,2013,85,sound mixing,Life of Pi,False,D.M. Hemphill
15326,2012,2013,85,sound mixing,Life of Pi,False,Drew Kunin
15327,2012,2013,85,sound mixing,Lincoln,False,Andy Nelson
15328,2012,2013,85,sound mixing,Lincoln,False,Gary Rydstrom
15329,2012,2013,85,sound mixing,Lincoln,False,Ronald Judkins
15330,2012,2013,85,sound mixing,Skyfall,False,Scott Millan
15331,2012,2013,85,sound mixing,Skyfall,False,Greg P. Russell
15332,2012,2013,85,sound mixing,Skyfall,False,Stuart Wilson
15333,2012,2013,85,visual effects,The Hobbit: An Unexpected Journey,False,Joe Letteri
15334,2012,2013,85,visual effects,The Hobbit: An Unexpected Journey,False,Eric Saindon
15335,2012,2013,85,visual effects,The Hobbit: An Unexpected Journey,False,David Clayton
15336,2012,2013,85,visual effects,The Hobbit: An Unexpected Journey,False,R. Christopher White
15337,2012,2013,85,visual effects,Life of Pi,True,Bill Westenhofer
15338,2012,2013,85,visual effects,Life of Pi,True,Guillaume Rocheron
15339,2012,2013,85,visual effects,Life of Pi,True,Erik-Jan De Boer
15340,2012,2013,85,visual effects,Life of Pi,True,Donald R. Elliott
15341,2012,2013,85,visual effects,Marvel's The Avengers,False,Janek Sirrs
15342,2012,2013,85,visual effects,Marvel's The Avengers,False,Jeff White
15343,2012,2013,85,visual effects,Marvel's The Avengers,False,Guy Williams
15344,2012,2013,85,visual effects,Marvel's The Avengers,False,Dan Sudick
15345,2012,2013,85,visual effects,Prometheus,False,Richard Stammers
15346,2012,2013,85,visual effects,Prometheus,False,Trevor Wood
15347,2012,2013,85,visual effects,Prometheus,False,Charley Henley
15348,2012,2013,85,visual effects,Prometheus,False,Martin Hill
15349,2012,2013,85,visual effects,Snow White and the Huntsman,False,Cedric Nicolas-Troyan
15350,2012,2013,85,visual effects,Snow White and the Huntsman,False,Philip Brennan
15351,2012,2013,85,visual effects,Snow White and the Huntsman,False,Neil Corbould
15352,2012,2013,85,visual effects,Snow White and the Huntsman,False,Michael Dawson
15353,2012,2013,85,writing (adapted screenplay),Argo,True,Chris Terrio
15354,2012,2013,85,writing (adapted screenplay),Beasts of the Southern Wild,False,Lucy Alibar
15355,2012,2013,85,writing (adapted screenplay),Beasts of the Southern Wild,False,Benh Zeitlin
15356,2012,2013,85,writing (adapted screenplay),Life of Pi,False,David Magee
15357,2012,2013,85,writing (adapted screenplay),Lincoln,False,Tony Kushner
15358,2012,2013,85,writing (adapted screenplay),Silver Linings Playbook,False,David O. Russell
15359,2012,2013,85,writing (original screenplay),Amour,False,Michael Haneke
15360,2012,2013,85,writing (original screenplay),Django Unchained,True,Quentin Tarantino
15361,2012,2013,85,writing (original screenplay),Flight,False,John Gatins
15362,2012,2013,85,writing (original screenplay),Moonrise Kingdom,False,Wes Anderson
15363,2012,2013,85,writing (original screenplay),Moonrise Kingdom,False,Roman Coppola
15364,2012,2013,85,writing (original screenplay),Zero Dark Thirty,False,Mark Boal
15365,2013,2014,86,actor in a leading role,American Hustle,False,Christian Bale
15366,2013,2014,86,actor in a leading role,Nebraska,False,Bruce Dern
15367,2013,2014,86,actor in a leading role,The Wolf of Wall Street,False,Leonardo DiCaprio
15368,2013,2014,86,actor in a leading role,12 Years a Slave,False,Chiwetel Ejiofor
15369,2013,2014,86,actor in a leading role,Dallas Buyers Club,True,Matthew McConaughey
15370,2013,2014,86,actor in a supporting role,Captain Phillips,False,Barkhad Abdi
15371,2013,2014,86,actor in a supporting role,American Hustle,False,Bradley Cooper
15372,2013,2014,86,actor in a supporting role,12 Years a Slave,False,Michael Fassbender
15373,2013,2014,86,actor in a supporting role,The Wolf of Wall Street,False,Jonah Hill
15374,2013,2014,86,actor in a supporting role,Dallas Buyers Club,True,Jared Leto
15375,2013,2014,86,actress in a leading role,American Hustle,False,Amy Adams
15376,2013,2014,86,actress in a leading role,Blue Jasmine,True,Cate Blanchett
15377,2013,2014,86,actress in a leading role,Gravity,False,Sandra Bullock
15378,2013,2014,86,actress in a leading role,Philomena,False,Judi Dench
15379,2013,2014,86,actress in a leading role,August: Osage County,False,Meryl Streep
15380,2013,2014,86,actress in a supporting role,Blue Jasmine,False,Sally Hawkins
15381,2013,2014,86,actress in a supporting role,American Hustle,False,Jennifer Lawrence
15382,2013,2014,86,actress in a supporting role,12 Years a Slave,True,Lupita Nyong'o
15383,2013,2014,86,actress in a supporting role,August: Osage County,False,Julia Roberts
15384,2013,2014,86,actress in a supporting role,Nebraska,False,June Squibb
15385,2013,2014,86,animated feature film,The Croods,False,Chris Sanders
15386,2013,2014,86,animated feature film,The Croods,False,Kirk DeMicco
15387,2013,2014,86,animated feature film,The Croods,False,Kristine Belson
15388,2013,2014,86,animated feature film,Despicable Me 2,False,Chris Renaud
15389,2013,2014,86,animated feature film,Despicable Me 2,False,Pierre Coffin
15390,2013,2014,86,animated feature film,Despicable Me 2,False,Chris Meledandri
15391,2013,2014,86,animated feature film,Ernest & Celestine,False,Benjamin Renner
15392,2013,2014,86,animated feature film,Ernest & Celestine,False,Didier Brunner
15393,2013,2014,86,animated feature film,Frozen,True,Chris Buck
15394,2013,2014,86,animated feature film,Frozen,True,Jennifer Lee
15395,2013,2014,86,animated feature film,Frozen,True,Peter Del Vecho
15396,2013,2014,86,animated feature film,The Wind Rises,False,Hayao Miyazaki
15397,2013,2014,86,animated feature film,The Wind Rises,False,Toshio Suzuki
15398,2013,2014,86,cinematography,The Grandmaster,False,Philippe Le Sourd
15399,2013,2014,86,cinematography,Gravity,True,Emmanuel Lubezki
15400,2013,2014,86,cinematography,Inside Llewyn Davis,False,Bruno Delbonnel
15401,2013,2014,86,cinematography,Nebraska,False,Phedon Papamichael
15402,2013,2014,86,cinematography,Prisoners,False,Roger A. Deakins
15403,2013,2014,86,costume design,American Hustle,False,Michael Wilkinson
15404,2013,2014,86,costume design,The Grandmaster,False,William Chang Suk Ping
15405,2013,2014,86,costume design,The Great Gatsby,True,Catherine Martin
15406,2013,2014,86,costume design,The Invisible Woman,False,Michael O'Connor
15407,2013,2014,86,costume design,12 Years a Slave,False,Patricia Norris
15408,2013,2014,86,directing,American Hustle,False,David O. Russell
15409,2013,2014,86,directing,Gravity,True,Alfonso Cuarón
